day,time,clearing price (CNY/MWh)
2023/7/1,17:00,460.4381121408549
2023/7/1,17:15,460.98268945350355
2023/7/1,17:30,468.2513106709045
2023/7/1,17:45,473.8616112832977
2023/7/1,18:00,479.49796494937095
2023/7/1,18:15,481.4833352438647
2023/7/1,18:30,482.93053415477533
2023/7/1,18:45,483.0013609909311
2023/7/1,19:00,475.2428611777341
2023/7/1,19:15,471.7538329903444
2023/7/1,19:30,474.1571839056858
2023/7/1,19:45,480.27107241190635
2023/7/1,20:00,467.4140396238686
2023/7/1,20:15,471.2671294963321
2023/7/1,20:30,467.8984137136355
2023/7/1,20:45,471.07144886750126
2023/7/1,21:00,472.8446462174433
2023/7/1,21:15,473.8969414239423
2023/7/1,21:30,458.7471266502371
2023/7/1,21:45,460.02687912695023
2023/7/1,22:00,447.114491509952
2023/7/1,22:15,450.9620124595194
2023/7/1,22:30,454.29881056279874
2023/7/1,22:45,446.7928810292562
2023/7/1,23:00,435.788193235492
2023/7/1,23:15,433.25340015638943
2023/7/1,23:30,423.06294488751723
2023/7/1,23:45,404.1946676955886
2023/7/1,24:00:00,401.6388000169935
2023/7/2,0:15,397.7239952994711
2023/7/2,0:30,397.86643784208616
2023/7/2,0:45,397.9894658164409
2023/7/2,1:00,389.207240865981
2023/7/2,1:15,380.11966303506716
2023/7/2,1:30,379.0137988244492
2023/7/2,1:45,383.70287710643476
2023/7/2,2:00,377.7063034408912
2023/7/2,2:15,380.23935205004847
2023/7/2,2:30,381.91134733566986
2023/7/2,2:45,386.7994446041195
2023/7/2,3:00,379.91274252886774
2023/7/2,3:15,384.0679141418623
2023/7/2,3:30,381.5449939463001
2023/7/2,3:45,377.0817791583535
2023/7/2,4:00,378.11891642166273
2023/7/2,4:15,360.6312314513327
2023/7/2,4:30,360.7828910230998
2023/7/2,4:45,370.08772561636414
2023/7/2,5:00,395.0601082262401
2023/7/2,5:15,390.9995650854331
2023/7/2,5:30,390.14620068306635
2023/7/2,5:45,385.3336598352252
2023/7/2,6:00,385.14727942631845
2023/7/2,6:15,392.33041396668995
2023/7/2,6:30,381.2645248619652
2023/7/2,6:45,387.5907041008719
2023/7/2,7:00,346.69796546857464
2023/7/2,7:15,329.5893869796863
2023/7/2,7:30,323.8466064790213
2023/7/2,7:45,304.9849594862153
2023/7/2,8:00,283.26486436455076
2023/7/2,8:15,271.9968578195497
2023/7/2,8:30,253.54051254249276
2023/7/2,8:45,261.234243121789
2023/7/2,9:00,249.55919036354013
2023/7/2,9:15,245.41092642370413
2023/7/2,9:30,247.04893566485475
2023/7/2,9:45,248.28981544819476
2023/7/2,10:00,235.326036766337
2023/7/2,10:15,236.82274181889298
2023/7/2,10:30,238.46990354184243
2023/7/2,10:45,253.71169734708337
2023/7/2,11:00,265.5617386723613
2023/7/2,11:15,267.2549208249558
2023/7/2,11:30,283.71300123676775
2023/7/2,11:45,280.4686930674648
2023/7/2,12:00,256.54210423328266
2023/7/2,12:15,231.6275957232142
2023/7/2,12:30,233.2144333706548
2023/7/2,12:45,249.11977124626193
2023/7/2,13:00,259.93731390511726
2023/7/2,13:15,252.29018037585945
2023/7/2,13:30,258.6058437593625
2023/7/2,13:45,250.21407560376443
2023/7/2,14:00,281.96843918247305
2023/7/2,14:15,265.04417720391973
2023/7/2,14:30,272.3239723540777
2023/7/2,14:45,271.8706739713735
2023/7/2,15:00,318.5766231536466
2023/7/2,15:15,326.89441564488783
2023/7/2,15:30,334.12705772963716
2023/7/2,15:45,340.2371138919205
2023/7/2,16:00,409.05384600388845
2023/7/2,16:15,409.3641167670283
2023/7/2,16:30,429.6761384847625
2023/7/2,16:45,428.21832462821294
2023/7/2,17:00,455.82581294630097
2023/7/2,17:15,458.15726922302895
2023/7/2,17:30,459.6168950424466
2023/7/2,17:45,460.9615144590073
2023/7/2,18:00,467.0432248477217
2023/7/2,18:15,476.76485774339125
2023/7/2,18:30,477.0677540085479
2023/7/2,18:45,479.5334230396586
2023/7/2,19:00,480.4704686194591
2023/7/2,19:15,478.9400403284424
2023/7/2,19:30,475.32811638278224
2023/7/2,19:45,488.0425197133695
2023/7/2,20:00,487.701574673647
2023/7/2,20:15,493.8906862467478
2023/7/2,20:30,526.9385172947705
2023/7/2,20:45,522.21595378319
2023/7/2,21:00,524.3525273917182
2023/7/2,21:15,529.9185348390731
2023/7/2,21:30,526.4839332098849
2023/7/2,21:45,523.7837212493366
2023/7/2,22:00,525.6183338849011
2023/7/2,22:15,543.8301533270896
2023/7/2,22:30,533.0056383247062
2023/7/2,22:45,521.8264057371543
2023/7/2,23:00,503.62513735552267
2023/7/2,23:15,496.2101513094147
2023/7/2,23:30,465.10398797412034
2023/7/2,23:45,458.63387722254936
2023/7/2,24:00:00,436.36791006118756
2023/7/3,0:15,433.2676349796896
2023/7/3,0:30,422.5719083173779
2023/7/3,0:45,422.15432844315376
2023/7/3,1:00,418.4240428557759
2023/7/3,1:15,424.1236061700444
2023/7/3,1:30,415.53671070298014
2023/7/3,1:45,403.3332363291865
2023/7/3,2:00,399.65490868849514
2023/7/3,2:15,385.302399157896
2023/7/3,2:30,403.4604877241332
2023/7/3,2:45,404.4901343334038
2023/7/3,3:00,375.82044823754677
2023/7/3,3:15,382.0883491398867
2023/7/3,3:30,373.6223955709511
2023/7/3,3:45,378.19024655134643
2023/7/3,4:00,391.5533660566376
2023/7/3,4:15,402.18307713378266
2023/7/3,4:30,395.9467062344495
2023/7/3,4:45,396.8364728253986
2023/7/3,5:00,423.9460999635282
2023/7/3,5:15,438.3089687408891
2023/7/3,5:30,442.06571898016216
2023/7/3,5:45,439.00297827983684
2023/7/3,6:00,442.8202495542267
2023/7/3,6:15,444.22136811620504
2023/7/3,6:30,448.20566857992026
2023/7/3,6:45,442.3564078894318
2023/7/3,7:00,416.70513536851996
2023/7/3,7:15,423.90538515421247
2023/7/3,7:30,425.57851195997125
2023/7/3,7:45,430.4521905157268
2023/7/3,8:00,419.3237400378213
2023/7/3,8:15,379.2106746401536
2023/7/3,8:30,370.8175992977421
2023/7/3,8:45,363.78733082985826
2023/7/3,9:00,338.43790928881396
2023/7/3,9:15,336.7368051405723
2023/7/3,9:30,360.56956770442196
2023/7/3,9:45,356.80503620903977
2023/7/3,10:00,371.99553527665836
2023/7/3,10:15,364.7224377379216
2023/7/3,10:30,367.0859744481263
2023/7/3,10:45,370.092900133533
2023/7/3,11:00,381.60754867935486
2023/7/3,11:15,371.2272493648986
2023/7/3,11:30,372.333427954221
2023/7/3,11:45,365.54842542945215
2023/7/3,12:00,337.2586507760398
2023/7/3,12:15,331.438825686073
2023/7/3,12:30,334.94379584007424
2023/7/3,12:45,336.3049581660043
2023/7/3,13:00,344.8430998544839
2023/7/3,13:15,327.99686585955294
2023/7/3,13:30,351.68721384976436
2023/7/3,13:45,353.07000793127327
2023/7/3,14:00,367.7321291474383
2023/7/3,14:15,350.1138025503197
2023/7/3,14:30,358.5125796742527
2023/7/3,14:45,363.63277822725956
2023/7/3,15:00,386.77066720540836
2023/7/3,15:15,399.3856406861198
2023/7/3,15:30,400.9801393294809
2023/7/3,15:45,408.583050521353
2023/7/3,16:00,458.21292164061714
2023/7/3,16:15,458.0389270111109
2023/7/3,16:30,457.421681645316
2023/7/3,16:45,462.06352096839345
2023/7/3,17:00,484.87515675454654
2023/7/3,17:15,475.88670396193754
2023/7/3,17:30,476.50511604458967
2023/7/3,17:45,478.5237814730668
2023/7/3,18:00,507.3537882806749
2023/7/3,18:15,499.377400407757
2023/7/3,18:30,496.53419308408195
2023/7/3,18:45,495.2284479656406
2023/7/3,19:00,493.39404568059575
2023/7/3,19:15,492.7202275630414
2023/7/3,19:30,484.478228366245
2023/7/3,19:45,493.9412040098281
2023/7/3,20:00,497.04947409756295
2023/7/3,20:15,495.46531133710164
2023/7/3,20:30,493.27634472506367
2023/7/3,20:45,492.7383417708046
2023/7/3,21:00,492.6310548837
2023/7/3,21:15,487.8351222303278
2023/7/3,21:30,475.06707105928143
2023/7/3,21:45,475.74203836847124
2023/7/3,22:00,470.761546615483
2023/7/3,22:15,479.81409170606423
2023/7/3,22:30,510.51747230181627
2023/7/3,22:45,502.5220623764563
2023/7/3,23:00,498.94966849029566
2023/7/3,23:15,476.5987547218292
2023/7/3,23:30,466.5295282272391
2023/7/3,23:45,459.538300222474
2023/7/3,24:00:00,422.73794394677356
2023/7/4,0:15,416.7105783234765
2023/7/4,0:30,400.83504610054985
2023/7/4,0:45,411.9921674061927
2023/7/4,1:00,416.48326273972134
2023/7/4,1:15,405.75571769629704
2023/7/4,1:30,403.7067137299525
2023/7/4,1:45,395.1405153802053
2023/7/4,2:00,392.9836857761209
2023/7/4,2:15,376.7516220767353
2023/7/4,2:30,394.9669702809096
2023/7/4,2:45,403.76103869061785
2023/7/4,3:00,394.91583661560503
2023/7/4,3:15,391.9717501801723
2023/7/4,3:30,390.0150960165794
2023/7/4,3:45,388.540255516717
2023/7/4,4:00,388.41320229884434
2023/7/4,4:15,363.3202961849273
2023/7/4,4:30,362.6321258856639
2023/7/4,4:45,348.7257700057344
2023/7/4,5:00,356.5475983087489
2023/7/4,5:15,363.46267891202365
2023/7/4,5:30,374.6982324367724
2023/7/4,5:45,370.4364308903838
2023/7/4,6:00,364.14787888450417
2023/7/4,6:15,360.12386311039364
2023/7/4,6:30,355.57307085178144
2023/7/4,6:45,350.44900653211545
2023/7/4,7:00,340.42580590609316
2023/7/4,7:15,341.8360248475922
2023/7/4,7:30,341.2646785127488
2023/7/4,7:45,350.0422337588296
2023/7/4,8:00,287.47381428163783
2023/7/4,8:15,288.9997795542628
2023/7/4,8:30,302.46720586371634
2023/7/4,8:45,301.4183638943414
2023/7/4,9:00,294.55982738943464
2023/7/4,9:15,286.27362987896413
2023/7/4,9:30,299.5036835544962
2023/7/4,9:45,293.29754621535045
2023/7/4,10:00,308.979557755647
2023/7/4,10:15,327.74559232130645
2023/7/4,10:30,312.5285370525826
2023/7/4,10:45,311.51791247019867
2023/7/4,11:00,314.775721605936
2023/7/4,11:15,305.29592894268853
2023/7/4,11:30,288.90709151973465
2023/7/4,11:45,287.9283844099974
2023/7/4,12:00,240.68296384332473
2023/7/4,12:15,235.185720441566
2023/7/4,12:30,237.05424368297975
2023/7/4,12:45,236.34192851734193
2023/7/4,13:00,248.64346226643687
2023/7/4,13:15,252.5725984335197
2023/7/4,13:30,240.04773662128284
2023/7/4,13:45,260.14874724466597
2023/7/4,14:00,251.12587752950375
2023/7/4,14:15,255.17715746290807
2023/7/4,14:30,247.71769941556738
2023/7/4,14:45,257.7389591268719
2023/7/4,15:00,275.65008158278346
2023/7/4,15:15,275.6500446361924
2023/7/4,15:30,275.47918872757896
2023/7/4,15:45,279.54516332511605
2023/7/4,16:00,327.3578921225084
2023/7/4,16:15,339.1639624556522
2023/7/4,16:30,355.1654760023958
2023/7/4,16:45,350.1565825769686
2023/7/4,17:00,383.823426514475
2023/7/4,17:15,369.83175039217065
2023/7/4,17:30,381.9849272373286
2023/7/4,17:45,387.74329659205745
2023/7/4,18:00,400.13907397334145
2023/7/4,18:15,415.7373831593131
2023/7/4,18:30,420.30934895884104
2023/7/4,18:45,425.5044723670009
2023/7/4,19:00,421.85010057680313
2023/7/4,19:15,428.61832388062436
2023/7/4,19:30,431.1008989450405
2023/7/4,19:45,429.51475151558014
2023/7/4,20:00,417.3928579547121
2023/7/4,20:15,421.2053861332107
2023/7/4,20:30,418.95561540189067
2023/7/4,20:45,416.87311942881684
2023/7/4,21:00,413.6792156386373
2023/7/4,21:15,413.5130398064942
2023/7/4,21:30,425.5626015701258
2023/7/4,21:45,422.7976578808375
2023/7/4,22:00,424.9527028278895
2023/7/4,22:15,427.6757436353913
2023/7/4,22:30,417.6005336580217
2023/7/4,22:45,412.71189212964276
2023/7/4,23:00,372.96754591505766
2023/7/4,23:15,341.7139533737229
2023/7/4,23:30,346.18373482489466
2023/7/4,23:45,342.02965251670406
2023/7/4,24:00:00,342.5340043682586
2023/7/5,0:15,339.011596477095
2023/7/5,0:30,322.9905708267724
2023/7/5,0:45,329.8737751632549
2023/7/5,1:00,319.8487742584521
2023/7/5,1:15,315.8247462873695
2023/7/5,1:30,313.3520005298569
2023/7/5,1:45,304.80433299105704
2023/7/5,2:00,313.59171965240296
2023/7/5,2:15,335.02154090946203
2023/7/5,2:30,327.7992842581366
2023/7/5,2:45,333.7433177700654
2023/7/5,3:00,337.5706356710811
2023/7/5,3:15,335.45665623566816
2023/7/5,3:30,338.51932195535653
2023/7/5,3:45,331.84306132640654
2023/7/5,4:00,306.4588498296317
2023/7/5,4:15,305.03411424531464
2023/7/5,4:30,306.85022189308097
2023/7/5,4:45,314.11003513986196
2023/7/5,5:00,338.13603555433986
2023/7/5,5:15,338.3326954749777
2023/7/5,5:30,351.12378260380115
2023/7/5,5:45,355.96798308446034
2023/7/5,6:00,335.2036794618742
2023/7/5,6:15,352.74428000706604
2023/7/5,6:30,334.1427927173319
2023/7/5,6:45,337.8264680712083
2023/7/5,7:00,311.0153013349967
2023/7/5,7:15,314.36791417067553
2023/7/5,7:30,306.4350194241356
2023/7/5,7:45,303.9064122293762
2023/7/5,8:00,284.3284068495314
2023/7/5,8:15,272.2792766901587
2023/7/5,8:30,268.6838261401831
2023/7/5,8:45,249.73679931066138
2023/7/5,9:00,224.07075565155023
2023/7/5,9:15,207.40002357614807
2023/7/5,9:30,205.71380757874363
2023/7/5,9:45,206.99340782515765
2023/7/5,10:00,175.10784389973426
2023/7/5,10:15,164.10059334489526
2023/7/5,10:30,177.30862066491403
2023/7/5,10:45,176.291779990558
2023/7/5,11:00,178.08178700771586
2023/7/5,11:15,172.0732670915388
2023/7/5,11:30,123.53066633702525
2023/7/5,11:45,159.4530937424782
2023/7/5,12:00,114.75682100172887
2023/7/5,12:15,116.98501362620014
2023/7/5,12:30,119.2603767370474
2023/7/5,12:45,118.48037724810798
2023/7/5,13:00,118.36137088235219
2023/7/5,13:15,125.20965732047155
2023/7/5,13:30,125.22987343292414
2023/7/5,13:45,173.89511880546831
2023/7/5,14:00,218.6444854249317
2023/7/5,14:15,235.01441902390533
2023/7/5,14:30,233.37251998707856
2023/7/5,14:45,237.94447210868478
2023/7/5,15:00,255.2692239242344
2023/7/5,15:15,256.1599439061781
2023/7/5,15:30,248.61860931503924
2023/7/5,15:45,273.87011519824574
2023/7/5,16:00,355.56423711275005
2023/7/5,16:15,360.0754768538793
2023/7/5,16:30,370.6434136253742
2023/7/5,16:45,388.1219062731783
2023/7/5,17:00,426.4321557953168
2023/7/5,17:15,435.90857159366055
2023/7/5,17:30,446.7777677418743
2023/7/5,17:45,447.1717259909765
2023/7/5,18:00,459.0984517885714
2023/7/5,18:15,463.602165524741
2023/7/5,18:30,461.37310755439347
2023/7/5,18:45,464.5465787152393
2023/7/5,19:00,462.5192149405251
2023/7/5,19:15,458.962201629259
2023/7/5,19:30,454.1096219735977
2023/7/5,19:45,458.2429772568316
2023/7/5,20:00,441.5353711463149
2023/7/5,20:15,445.5710942886321
2023/7/5,20:30,439.913935960421
2023/7/5,20:45,443.40988695770704
2023/7/5,21:00,436.3403963398141
2023/7/5,21:15,427.680140901371
2023/7/5,21:30,435.3033378930733
2023/7/5,21:45,429.6912075896618
2023/7/5,22:00,458.6208906530349
2023/7/5,22:15,470.04818008761123
2023/7/5,22:30,458.7311482555017
2023/7/5,22:45,452.61867052234425
2023/7/5,23:00,423.79754995233554
2023/7/5,23:15,413.958539304328
2023/7/5,23:30,416.37698068776115
2023/7/5,23:45,403.55273941372667
2023/7/5,24:00:00,320.7630363552658
2023/7/6,0:15,313.3143733410134
2023/7/6,0:30,308.63626889414195
2023/7/6,0:45,310.16913267162187
2023/7/6,1:00,319.8007810449684
2023/7/6,1:15,326.1693223456455
2023/7/6,1:30,307.71068282805834
2023/7/6,1:45,311.90259029923544
2023/7/6,2:00,300.29005982802227
2023/7/6,2:15,303.84990334956166
2023/7/6,2:30,294.388450702957
2023/7/6,2:45,294.8782272622676
2023/7/6,3:00,297.3385943697003
2023/7/6,3:15,277.5042479665374
2023/7/6,3:30,261.2170811800008
2023/7/6,3:45,246.14947302916406
2023/7/6,4:00,222.09834510243337
2023/7/6,4:15,288.80610593814487
2023/7/6,4:30,290.3157041778899
2023/7/6,4:45,296.2833331342286
2023/7/6,5:00,321.980260438997
2023/7/6,5:15,318.13816625644523
2023/7/6,5:30,330.3832270480339
2023/7/6,5:45,328.9107628904036
2023/7/6,6:00,324.4309963986929
2023/7/6,6:15,325.725738490275
2023/7/6,6:30,305.3557006174381
2023/7/6,6:45,300.3006530733013
2023/7/6,7:00,295.11329398225234
2023/7/6,7:15,295.08972380557435
2023/7/6,7:30,299.83575273915113
2023/7/6,7:45,294.07174543682106
2023/7/6,8:00,241.71240963459016
2023/7/6,8:15,215.15368022657594
2023/7/6,8:30,215.06738097510808
2023/7/6,8:45,230.83408084995708
2023/7/6,9:00,233.75961168355013
2023/7/6,9:15,221.62711004292885
2023/7/6,9:30,224.26005443157644
2023/7/6,9:45,229.12928867386842
2023/7/6,10:00,218.59813276207925
2023/7/6,10:15,216.91128997252045
2023/7/6,10:30,238.26328592954806
2023/7/6,10:45,241.31001908373864
2023/7/6,11:00,242.74358117061746
2023/7/6,11:15,240.96471689311142
2023/7/6,11:30,232.7120867776833
2023/7/6,11:45,232.50456732223603
2023/7/6,12:00,220.40759537078608
2023/7/6,12:15,224.47105350869342
2023/7/6,12:30,217.92201929211487
2023/7/6,12:45,204.75630903251584
2023/7/6,13:00,204.99422764435297
2023/7/6,13:15,235.8217897852843
2023/7/6,13:30,225.58635531919163
2023/7/6,13:45,244.24767624724075
2023/7/6,14:00,250.3945918514209
2023/7/6,14:15,239.3450988239886
2023/7/6,14:30,256.8814405208337
2023/7/6,14:45,256.9824128834792
2023/7/6,15:00,311.12959759266465
2023/7/6,15:15,347.7505504194771
2023/7/6,15:30,358.39888919903024
2023/7/6,15:45,355.3064866827838
2023/7/6,16:00,427.6118662215809
2023/7/6,16:15,441.40214629184396
2023/7/6,16:30,429.07294115510746
2023/7/6,16:45,432.1357477412019
2023/7/6,17:00,448.84023639814893
2023/7/6,17:15,453.30184129482126
2023/7/6,17:30,451.0973669903256
2023/7/6,17:45,441.5934592323189
2023/7/6,18:00,453.5422283216143
2023/7/6,18:15,466.44683823677514
2023/7/6,18:30,456.1781420557451
2023/7/6,18:45,458.9813529418899
2023/7/6,19:00,455.66535645518104
2023/7/6,19:15,452.62519956201805
2023/7/6,19:30,482.5865151770634
2023/7/6,19:45,468.415346584484
2023/7/6,20:00,461.99644355000873
2023/7/6,20:15,463.2314638267748
2023/7/6,20:30,453.9272807388453
2023/7/6,20:45,442.63084170098375
2023/7/6,21:00,436.0956511035959
2023/7/6,21:15,449.310119628613
2023/7/6,21:30,463.98540524123416
2023/7/6,21:45,465.12187797540207
2023/7/6,22:00,472.65232841051557
2023/7/6,22:15,471.1783132497828
2023/7/6,22:30,462.12115587815055
2023/7/6,22:45,451.75158962866806
2023/7/6,23:00,437.2948173514375
2023/7/6,23:15,430.7117873414146
2023/7/6,23:30,419.35237190895185
2023/7/6,23:45,389.0265689115489
2023/7/6,24:00:00,383.1663665011036
2023/7/7,0:15,376.1075174945962
2023/7/7,0:30,359.44754433440244
2023/7/7,0:45,366.659694607227
2023/7/7,1:00,375.5013803013399
2023/7/7,1:15,372.1812145273291
2023/7/7,1:30,372.9742409457104
2023/7/7,1:45,375.09126270960644
2023/7/7,2:00,365.7989864828597
2023/7/7,2:15,366.5511390207964
2023/7/7,2:30,379.45155760808365
2023/7/7,2:45,377.78799032368227
2023/7/7,3:00,375.54313690780054
2023/7/7,3:15,362.25737748429754
2023/7/7,3:30,357.1312459377294
2023/7/7,3:45,358.6847468479324
2023/7/7,4:00,349.91610432595627
2023/7/7,4:15,365.0102833390971
2023/7/7,4:30,354.5680267834466
2023/7/7,4:45,375.8211711464358
2023/7/7,5:00,399.98225275839025
2023/7/7,5:15,391.44171776066275
2023/7/7,5:30,402.85065254270745
2023/7/7,5:45,404.87730812217757
2023/7/7,6:00,396.9855136758338
2023/7/7,6:15,392.44187247332866
2023/7/7,6:30,391.2044876597173
2023/7/7,6:45,381.1234389468406
2023/7/7,7:00,372.46375352162596
2023/7/7,7:15,356.63527088909797
2023/7/7,7:30,348.239710687627
2023/7/7,7:45,338.4995024463383
2023/7/7,8:00,305.4821058296617
2023/7/7,8:15,280.24574747692805
2023/7/7,8:30,265.5608230940314
2023/7/7,8:45,290.758634077847
2023/7/7,9:00,283.8904256513253
2023/7/7,9:15,272.27104137907696
2023/7/7,9:30,269.4107508835985
2023/7/7,9:45,264.5037739133597
2023/7/7,10:00,246.289514975794
2023/7/7,10:15,259.8857957627438
2023/7/7,10:30,252.55862277604066
2023/7/7,10:45,261.16884876462063
2023/7/7,11:00,270.5095425264363
2023/7/7,11:15,274.3679851622627
2023/7/7,11:30,278.3767130582693
2023/7/7,11:45,284.8677221349962
2023/7/7,12:00,272.14985371845535
2023/7/7,12:15,248.88002371934257
2023/7/7,12:30,243.66258939446243
2023/7/7,12:45,255.3678200078342
2023/7/7,13:00,251.4775607237413
2023/7/7,13:15,255.79123255746856
2023/7/7,13:30,274.5453644680689
2023/7/7,13:45,278.06058881438594
2023/7/7,14:00,286.422274117543
2023/7/7,14:15,296.08706474690746
2023/7/7,14:30,306.9519492276971
2023/7/7,14:45,300.5867729748706
2023/7/7,15:00,349.33261725269597
2023/7/7,15:15,358.0420856598901
2023/7/7,15:30,361.89922118848745
2023/7/7,15:45,377.91317255188375
2023/7/7,16:00,454.49601763699496
2023/7/7,16:15,442.28276780768766
2023/7/7,16:30,442.6731683250755
2023/7/7,16:45,453.5822390056495
2023/7/7,17:00,502.0372418549986
2023/7/7,17:15,497.4894917256524
2023/7/7,17:30,508.61365463085275
2023/7/7,17:45,503.8821953861319
2023/7/7,18:00,523.0708034272876
2023/7/7,18:15,526.5414445899
2023/7/7,18:30,528.9184958922162
2023/7/7,18:45,539.1101582656813
2023/7/7,19:00,519.9126556384539
2023/7/7,19:15,530.8898037808649
2023/7/7,19:30,535.6668420746205
2023/7/7,19:45,543.4479122585541
2023/7/7,20:00,532.3827177788639
2023/7/7,20:15,554.6196845237569
2023/7/7,20:30,557.6558224488487
2023/7/7,20:45,549.4913588988028
2023/7/7,21:00,536.8078644696558
2023/7/7,21:15,517.1964051318087
2023/7/7,21:30,515.4409257417677
2023/7/7,21:45,520.0879033841585
2023/7/7,22:00,518.1541592468113
2023/7/7,22:15,504.44869688854686
2023/7/7,22:30,506.58787847095863
2023/7/7,22:45,497.25976838109017
2023/7/7,23:00,496.16357067758366
2023/7/7,23:15,491.6271022372756
2023/7/7,23:30,465.63893162796387
2023/7/7,23:45,472.3974438888452
2023/7/7,24:00:00,443.55902491574426
2023/7/8,0:15,439.1565770898713
2023/7/8,0:30,429.88948710703824
2023/7/8,0:45,441.30314339540536
2023/7/8,1:00,434.9616551609725
2023/7/8,1:15,437.60158280874293
2023/7/8,1:30,436.09173746502347
2023/7/8,1:45,428.1153720113052
2023/7/8,2:00,419.47035098075514
2023/7/8,2:15,431.81802268122675
2023/7/8,2:30,433.6437490046287
2023/7/8,2:45,433.34593407664164
2023/7/8,3:00,413.65261510672195
2023/7/8,3:15,399.8361152613621
2023/7/8,3:30,385.15697092308824
2023/7/8,3:45,365.69082903449714
2023/7/8,4:00,381.43558677674537
2023/7/8,4:15,393.8461963390223
2023/7/8,4:30,388.09252310022003
2023/7/8,4:45,387.90971763720347
2023/7/8,5:00,398.0902107521415
2023/7/8,5:15,413.8797247181817
2023/7/8,5:30,429.33504115824155
2023/7/8,5:45,401.1242093234567
2023/7/8,6:00,402.7245171550679
2023/7/8,6:15,402.2117696736247
2023/7/8,6:30,408.8147421080059
2023/7/8,6:45,397.46738589840464
2023/7/8,7:00,360.5666921411938
2023/7/8,7:15,351.09418526758265
2023/7/8,7:30,343.68515680200323
2023/7/8,7:45,337.22261745336993
2023/7/8,8:00,309.5841347827454
2023/7/8,8:15,312.2006872258284
2023/7/8,8:30,322.80761759580594
2023/7/8,8:45,319.65614979502965
2023/7/8,9:00,292.9492765746953
2023/7/8,9:15,276.9427338855043
2023/7/8,9:30,271.2986715536302
2023/7/8,9:45,302.8513365604569
2023/7/8,10:00,327.2797512175434
2023/7/8,10:15,321.03604652609914
2023/7/8,10:30,332.0801244549614
2023/7/8,10:45,331.70713819733913
2023/7/8,11:00,342.96484627656173
2023/7/8,11:15,343.8629215481264
2023/7/8,11:30,344.31591955155847
2023/7/8,11:45,342.85746591424925
2023/7/8,12:00,330.18278177155184
2023/7/8,12:15,309.5389276930976
2023/7/8,12:30,333.6647974129528
2023/7/8,12:45,341.3519074822369
2023/7/8,13:00,361.3875124910794
2023/7/8,13:15,349.9430143809603
2023/7/8,13:30,359.88019996688973
2023/7/8,13:45,359.1669122930325
2023/7/8,14:00,360.66895275079
2023/7/8,14:15,363.80879851631454
2023/7/8,14:30,364.0307956953664
2023/7/8,14:45,367.95873885784187
2023/7/8,15:00,413.30651943358663
2023/7/8,15:15,405.7673200100431
2023/7/8,15:30,408.59161513979063
2023/7/8,15:45,396.0598730578628
2023/7/8,16:00,451.0911192145445
