timestamp,demand,clearing price (CNY/MWh)
2021-12-01 20:45:00,48174.32,394.49
2021-12-01 21:00:00,47865.66,394.49
2021-12-01 21:15:00,47471.31,381.1
2021-12-01 21:30:00,46716.2,381.1
2021-12-01 21:45:00,45403.07,381.1
2021-12-01 22:00:00,44443.1,381.1
2021-12-01 22:15:00,43787.38,352.78
2021-12-01 22:30:00,42836.24,352.78
2021-12-01 22:45:00,42515.16,352.78
2021-12-01 23:00:00,43192.68,352.78
2021-12-01 23:15:00,44785.87,361.44
2021-12-01 23:30:00,44335.85,361.44
2021-12-01 23:45:00,43573.18,361.44
2021-12-02 00:00:00,42713.63,361.44
2021-12-02 00:15:00,42281.2,339.39
2021-12-02 00:30:00,41666.37,339.39
2021-12-02 00:45:00,41269.86,339.39
2021-12-02 01:00:00,40813.73,339.39
2021-12-02 01:15:00,40503.6,319.7
2021-12-02 01:30:00,39924.7,319.7
2021-12-02 01:45:00,39408.98,319.7
2021-12-02 02:00:00,39136.45,319.7
2021-12-02 02:15:00,38891.88,304.84
2021-12-02 02:30:00,38391.67,304.84
2021-12-02 02:45:00,37988.99,304.84
2021-12-02 03:00:00,37406.98,304.84
2021-12-02 03:15:00,37230.41,286.44
2021-12-02 03:30:00,37042.34,286.44
2021-12-02 03:45:00,36856.69,286.44
2021-12-02 04:00:00,36579.42,286.44
2021-12-02 04:15:00,36781.53,289.48
2021-12-02 04:30:00,36483.73,289.48
2021-12-02 04:45:00,36822.27,289.48
2021-12-02 05:00:00,37126.04,289.48
2021-12-02 05:15:00,37859.85,316.3
2021-12-02 05:30:00,38286.88,316.3
2021-12-02 05:45:00,38814.07,316.3
2021-12-02 06:00:00,38985.58,316.3
2021-12-02 06:15:00,39344.89,347.27
2021-12-02 06:30:00,39495.49,347.27
2021-12-02 06:45:00,40442.26,347.27
2021-12-02 07:00:00,40322.98,347.27
2021-12-02 07:15:00,40103.42,354.35
2021-12-02 07:30:00,40330.98,354.35
2021-12-02 07:45:00,40419.77,354.35
2021-12-02 08:00:00,40313.51,354.35
2021-12-02 08:15:00,40416.39,318.56
2021-12-02 08:30:00,39146.88,318.56
2021-12-02 08:45:00,37783.65,318.56
2021-12-02 09:00:00,36912.45,318.56
2021-12-02 09:15:00,36132.51,84.0
2021-12-02 09:30:00,35510.45,84.0
2021-12-02 09:45:00,34273.47,84.0
2021-12-02 10:00:00,33752.57,84.0
2021-12-02 10:15:00,33105.4,-80.0
2021-12-02 10:30:00,32762.3,-80.0
2021-12-02 10:45:00,32026.94,-80.0
2021-12-02 11:00:00,32548.53,-80.0
2021-12-02 11:15:00,33078.85,-80.0
2021-12-02 11:30:00,32599.95,-80.0
2021-12-02 11:45:00,32068.64,-80.0
2021-12-02 12:00:00,31606.39,-80.0
2021-12-02 12:15:00,31976.52,-80.0
2021-12-02 12:30:00,31904.66,-80.0
2021-12-02 12:45:00,32084.84,-80.0
2021-12-02 13:00:00,32365.41,-80.0
2021-12-02 13:15:00,32367.99,-80.0
2021-12-02 13:30:00,32480.1,-80.0
2021-12-02 13:45:00,32941.12,-80.0
2021-12-02 14:00:00,32634.83,-80.0
2021-12-02 14:15:00,32282.52,-32.71
2021-12-02 14:30:00,31689.04,-32.71
2021-12-02 14:45:00,32843.67,-32.71
2021-12-02 15:00:00,33818.67,-32.71
2021-12-02 15:15:00,35694.03,316.55
2021-12-02 15:30:00,37937.54,316.55
2021-12-02 15:45:00,39869.68,316.55
2021-12-02 16:00:00,41682.68,316.55
2021-12-02 16:15:00,43519.1,422.62
2021-12-02 16:30:00,44898.0,422.62
2021-12-02 16:45:00,46061.86,422.62
2021-12-02 17:00:00,45458.66,422.62
2021-12-02 17:15:00,46171.06,602.24
2021-12-02 17:30:00,46385.68,602.24
2021-12-02 17:45:00,45891.56,602.24
2021-12-02 18:00:00,44558.54,602.24
2021-12-02 18:15:00,43395.8,401.22
2021-12-02 18:30:00,42839.8,401.22
2021-12-02 18:45:00,41729.88,401.22
2021-12-02 19:00:00,41178.08,401.22
2021-12-02 19:15:00,40798.04,352.26
2021-12-02 19:30:00,40689.72,352.26
2021-12-02 19:45:00,40615.76,352.26
2021-12-02 20:00:00,40132.95,352.26
2021-12-02 20:15:00,40270.33,349.48
2021-12-02 20:30:00,40542.87,349.48
2021-12-02 20:45:00,40178.44,349.48
2021-12-02 21:00:00,40667.81,349.48
2021-12-02 21:15:00,40830.49,343.22
2021-12-02 21:30:00,40205.3,343.22
2021-12-02 21:45:00,39537.87,343.22
2021-12-02 22:00:00,38896.97,343.22
2021-12-02 22:15:00,38387.54,322.29
2021-12-02 22:30:00,37975.11,322.29
2021-12-02 22:45:00,37847.13,322.29
2021-12-02 23:00:00,39357.2,322.29
2021-12-02 23:15:00,40900.75,360.01
2021-12-02 23:30:00,40656.11,360.01
2021-12-02 23:45:00,40216.29,360.01
2021-12-03 00:00:00,39680.89,360.01
2021-12-03 00:15:00,39559.39,283.78
2021-12-03 00:30:00,39411.42,283.78
2021-12-03 00:45:00,39177.2,283.78
2021-12-03 01:00:00,38777.19,283.78
2021-12-03 01:15:00,38689.73,276.33
2021-12-03 01:30:00,38426.82,276.33
2021-12-03 01:45:00,38342.6,276.33
2021-12-03 02:00:00,37772.1,276.33
2021-12-03 02:15:00,37891.19,269.01
2021-12-03 02:30:00,37892.8,269.01
2021-12-03 02:45:00,38578.26,269.01
2021-12-03 03:00:00,37986.8,269.01
2021-12-03 03:15:00,38342.34,266.12
2021-12-03 03:30:00,38192.94,266.12
2021-12-03 03:45:00,38185.97,266.12
2021-12-03 04:00:00,38361.65,266.12
2021-12-03 04:15:00,38797.18,276.06
2021-12-03 04:30:00,39248.79,276.06
2021-12-03 04:45:00,39974.45,276.06
2021-12-03 05:00:00,40359.43,276.06
2021-12-03 05:15:00,41815.93,327.95
2021-12-03 05:30:00,42612.58,327.95
2021-12-03 05:45:00,43920.07,327.95
2021-12-03 06:00:00,44206.02,327.95
2021-12-03 06:15:00,45095.5,403.46
2021-12-03 06:30:00,45870.66,403.46
2021-12-03 06:45:00,46724.08,403.46
2021-12-03 07:00:00,47464.63,403.46
2021-12-03 07:15:00,47840.07,462.57
2021-12-03 07:30:00,47853.12,462.57
2021-12-03 07:45:00,48689.65,462.57
2021-12-03 08:00:00,48104.3,462.57
2021-12-03 08:15:00,48451.16,420.13
2021-12-03 08:30:00,47130.86,420.13
2021-12-03 08:45:00,45213.0,420.13
2021-12-03 09:00:00,43545.38,420.13
2021-12-03 09:15:00,42364.37,298.94
2021-12-03 09:30:00,41079.71,298.94
2021-12-03 09:45:00,39314.05,298.94
2021-12-03 10:00:00,38621.48,298.94
2021-12-03 10:15:00,37834.83,252.78
2021-12-03 10:30:00,37420.01,252.78
2021-12-03 10:45:00,36217.95,252.78
2021-12-03 11:00:00,36864.11,252.78
2021-12-03 11:15:00,37524.58,241.64
2021-12-03 11:30:00,36629.35,241.64
2021-12-03 11:45:00,35409.15,241.64
2021-12-03 12:00:00,33752.38,241.64
2021-12-03 12:15:00,32977.84,45.63
2021-12-03 12:30:00,32680.82,45.63
2021-12-03 12:45:00,33219.38,45.63
2021-12-03 13:00:00,33654.12,45.63
2021-12-03 13:15:00,35114.48,253.8
2021-12-03 13:30:00,35238.21,253.8
2021-12-03 13:45:00,35669.72,253.8
2021-12-03 14:00:00,35435.97,253.8
2021-12-03 14:15:00,35358.31,264.81
2021-12-03 14:30:00,35136.6,264.81
2021-12-03 14:45:00,35999.55,264.81
2021-12-03 15:00:00,37101.24,264.81
2021-12-03 15:15:00,38543.26,370.59
2021-12-03 15:30:00,40521.05,370.59
2021-12-03 15:45:00,42555.21,370.59
2021-12-03 16:00:00,44783.52,370.59
2021-12-03 16:15:00,45954.2,638.37
2021-12-03 16:30:00,47548.89,638.37
2021-12-03 16:45:00,48987.37,638.37
2021-12-03 17:00:00,49168.55,638.37
2021-12-03 17:15:00,50010.76,804.01
2021-12-03 17:30:00,50359.58,804.01
2021-12-03 17:45:00,49925.86,804.01
2021-12-03 18:00:00,49094.25,804.01
2021-12-03 18:15:00,48607.86,574.35
2021-12-03 18:30:00,47897.55,574.35
2021-12-03 18:45:00,47127.25,574.35
2021-12-03 19:00:00,46840.81,574.35
2021-12-03 19:15:00,46562.07,451.58
2021-12-03 19:30:00,46310.74,451.58
2021-12-03 19:45:00,45896.55,451.58
2021-12-03 20:00:00,45422.86,451.58
2021-12-03 20:15:00,45615.71,426.65
2021-12-03 20:30:00,45798.75,426.65
2021-12-03 20:45:00,45649.84,426.65
2021-12-03 21:00:00,45687.12,426.65
2021-12-03 21:15:00,46012.09,391.92
2021-12-03 21:30:00,45040.9,391.92
2021-12-03 21:45:00,43833.54,391.92
2021-12-03 22:00:00,42840.09,391.92
2021-12-03 22:15:00,42372.32,324.63
2021-12-03 22:30:00,41638.94,324.63
2021-12-03 22:45:00,41384.36,324.63
2021-12-03 23:00:00,41991.64,324.63
2021-12-03 23:15:00,43622.35,353.5
2021-12-03 23:30:00,43383.88,353.5
2021-12-03 23:45:00,42780.06,353.5
2021-12-04 00:00:00,42284.13,353.5
2021-12-04 00:15:00,41751.85,342.36
2021-12-04 00:30:00,41443.47,342.36
2021-12-04 00:45:00,41354.99,342.36
2021-12-04 01:00:00,41048.9,342.36
2021-12-04 01:15:00,40862.62,329.55
2021-12-04 01:30:00,40368.35,329.55
2021-12-04 01:45:00,40438.18,329.55
2021-12-04 02:00:00,39903.79,329.55
2021-12-04 02:15:00,39985.55,323.59
2021-12-04 02:30:00,39908.22,323.59
2021-12-04 02:45:00,39674.65,323.59
2021-12-04 03:00:00,39467.31,323.59
2021-12-04 03:15:00,39399.68,324.93
2021-12-04 03:30:00,39656.84,324.93
2021-12-04 03:45:00,39469.13,324.93
2021-12-04 04:00:00,39701.33,324.93
2021-12-04 04:15:00,40025.81,341.3
2021-12-04 04:30:00,40670.79,341.3
2021-12-04 04:45:00,40935.55,341.3
2021-12-04 05:00:00,41326.35,341.3
2021-12-04 05:15:00,42431.34,378.8
2021-12-04 05:30:00,43096.99,378.8
2021-12-04 05:45:00,43648.13,378.8
2021-12-04 06:00:00,43728.77,378.8
2021-12-04 06:15:00,43966.95,410.25
2021-12-04 06:30:00,43862.92,410.25
2021-12-04 06:45:00,44484.73,410.25
2021-12-04 07:00:00,44976.0,410.25
2021-12-04 07:15:00,45693.05,456.5
2021-12-04 07:30:00,46542.28,456.5
2021-12-04 07:45:00,47310.95,456.5
2021-12-04 08:00:00,46893.26,456.5
2021-12-04 08:15:00,46146.73,400.26
2021-12-04 08:30:00,44764.07,400.26
2021-12-04 08:45:00,43158.44,400.26
2021-12-04 09:00:00,41433.48,400.26
2021-12-04 09:15:00,40189.79,316.58
2021-12-04 09:30:00,39138.22,316.58
2021-12-04 09:45:00,37519.1,316.58
2021-12-04 10:00:00,36676.92,316.58
2021-12-04 10:15:00,36177.26,245.69
2021-12-04 10:30:00,35937.99,245.69
2021-12-04 10:45:00,35014.22,245.69
2021-12-04 11:00:00,36086.49,245.69
2021-12-04 11:15:00,36958.42,187.75
2021-12-04 11:30:00,36806.49,187.75
2021-12-04 11:45:00,35687.1,187.75
2021-12-04 12:00:00,34453.45,187.75
2021-12-04 12:15:00,34023.49,-61.5
2021-12-04 12:30:00,34074.29,-61.5
2021-12-04 12:45:00,34656.89,-61.5
2021-12-04 13:00:00,35339.89,-61.5
2021-12-04 13:15:00,36929.67,292.75
2021-12-04 13:30:00,37531.2,292.75
2021-12-04 13:45:00,37582.1,292.75
2021-12-04 14:00:00,37788.75,292.75
2021-12-04 14:15:00,37751.63,313.97
2021-12-04 14:30:00,37659.72,313.97
2021-12-04 14:45:00,38557.92,313.97
2021-12-04 15:00:00,39817.78,313.97
2021-12-04 15:15:00,41513.91,396.2
2021-12-04 15:30:00,43044.44,396.2
2021-12-04 15:45:00,44592.43,396.2
2021-12-04 16:00:00,46100.96,396.2
2021-12-04 16:15:00,47462.84,636.6
2021-12-04 16:30:00,48546.3,636.6
2021-12-04 16:45:00,49678.49,636.6
2021-12-04 17:00:00,49990.44,636.6
2021-12-04 17:15:00,51264.09,834.45
2021-12-04 17:30:00,51501.4,834.45
2021-12-04 17:45:00,50633.19,834.45
2021-12-04 18:00:00,49474.59,834.45
2021-12-04 18:15:00,48354.53,592.92
2021-12-04 18:30:00,47372.01,592.92
2021-12-04 18:45:00,46374.75,592.92
2021-12-04 19:00:00,45824.44,592.92
2021-12-04 19:15:00,45231.48,481.31
2021-12-04 19:30:00,44839.92,481.31
2021-12-04 19:45:00,44124.98,481.31
2021-12-04 20:00:00,43404.15,481.31
2021-12-04 20:15:00,43000.01,462.71
2021-12-04 20:30:00,43008.43,462.71
2021-12-04 20:45:00,42759.71,462.71
2021-12-04 21:00:00,42767.27,462.71
2021-12-04 21:15:00,42773.3,433.77
2021-12-04 21:30:00,42117.6,433.77
2021-12-04 21:45:00,41795.64,433.77
2021-12-04 22:00:00,40506.39,433.77
2021-12-04 22:15:00,40288.86,382.14
2021-12-04 22:30:00,39636.96,382.14
2021-12-04 22:45:00,39184.77,382.14
2021-12-04 23:00:00,40212.35,382.14
2021-12-04 23:15:00,41645.77,412.82
2021-12-04 23:30:00,41896.82,412.82
2021-12-04 23:45:00,41041.46,412.82
2021-12-05 00:00:00,40469.93,412.82
2021-12-05 00:15:00,40169.67,462.18
2021-12-05 00:30:00,39555.05,462.18
2021-12-05 00:45:00,39266.81,462.18
2021-12-05 01:00:00,38824.17,462.18
2021-12-05 01:15:00,38678.26,453.67
2021-12-05 01:30:00,38289.32,453.67
2021-12-05 01:45:00,37884.13,453.67
2021-12-05 02:00:00,37700.43,453.67
2021-12-05 02:15:00,37440.65,445.6
2021-12-05 02:30:00,37048.5,445.6
2021-12-05 02:45:00,37123.63,445.6
2021-12-05 03:00:00,36567.66,445.6
2021-12-05 03:15:00,36559.54,440.48
2021-12-05 03:30:00,36658.07,440.48
2021-12-05 03:45:00,36324.8,440.48
2021-12-05 04:00:00,36429.52,440.48
2021-12-05 04:15:00,36509.38,447.01
2021-12-05 04:30:00,36711.55,447.01
2021-12-05 04:45:00,36960.77,447.01
2021-12-05 05:00:00,37333.51,447.01
2021-12-05 05:15:00,37538.3,479.0
2021-12-05 05:30:00,38201.52,479.0
2021-12-05 05:45:00,38497.1,479.0
2021-12-05 06:00:00,38490.38,479.0
2021-12-05 06:15:00,37928.74,475.58
2021-12-05 06:30:00,37566.69,475.58
2021-12-05 06:45:00,37757.25,475.58
2021-12-05 07:00:00,37970.47,475.58
2021-12-05 07:15:00,38331.3,499.82
2021-12-05 07:30:00,38924.06,499.82
2021-12-05 07:45:00,39030.51,499.82
2021-12-05 08:00:00,38744.82,499.82
2021-12-05 08:15:00,38367.23,441.17
2021-12-05 08:30:00,36885.44,441.17
2021-12-05 08:45:00,35166.06,441.17
2021-12-05 09:00:00,33556.08,441.17
2021-12-05 09:15:00,32756.09,264.57
2021-12-05 09:30:00,32220.83,264.57
2021-12-05 09:45:00,31858.29,264.57
2021-12-05 10:00:00,31787.78,264.57
2021-12-05 10:15:00,31672.75,-80.0
2021-12-05 10:30:00,31662.39,-80.0
2021-12-05 10:45:00,31775.23,-80.0
2021-12-05 11:00:00,31584.69,-80.0
2021-12-05 11:15:00,31264.44,-70.5
2021-12-05 11:30:00,30854.39,-70.5
2021-12-05 11:45:00,30702.48,-70.5
2021-12-05 12:00:00,30292.49,-70.5
2021-12-05 12:15:00,30324.12,-80.0
2021-12-05 12:30:00,30626.32,-80.0
2021-12-05 12:45:00,30627.17,-80.0
2021-12-05 13:00:00,30777.39,-80.0
2021-12-05 13:15:00,31404.37,-19.4
2021-12-05 13:30:00,31532.37,-19.4
2021-12-05 13:45:00,31607.81,-19.4
2021-12-05 14:00:00,31693.65,-19.4
2021-12-05 14:15:00,31859.34,132.5
2021-12-05 14:30:00,31745.48,132.5
2021-12-05 14:45:00,32197.43,132.5
2021-12-05 15:00:00,32241.56,132.5
2021-12-05 15:15:00,33018.76,429.06
2021-12-05 15:30:00,34528.43,429.06
2021-12-05 15:45:00,36346.98,429.06
2021-12-05 16:00:00,38256.65,429.06
2021-12-05 16:15:00,39644.66,562.3
2021-12-05 16:30:00,41097.65,562.3
2021-12-05 16:45:00,42273.71,562.3
2021-12-05 17:00:00,42300.9,562.3
2021-12-05 17:15:00,43239.18,603.2
2021-12-05 17:30:00,43188.59,603.2
2021-12-05 17:45:00,42400.84,603.2
2021-12-05 18:00:00,41180.82,603.2
2021-12-05 18:15:00,40235.09,492.31
2021-12-05 18:30:00,39587.12,492.31
2021-12-05 18:45:00,39018.11,492.31
2021-12-05 19:00:00,38565.15,492.31
2021-12-05 19:15:00,37959.58,445.5
2021-12-05 19:30:00,37874.8,445.5
2021-12-05 19:45:00,37760.47,445.5
2021-12-05 20:00:00,37304.59,445.5
2021-12-05 20:15:00,37275.69,444.06
2021-12-05 20:30:00,37204.92,444.06
2021-12-05 20:45:00,36965.98,444.06
2021-12-05 21:00:00,36798.96,444.06
2021-12-05 21:15:00,36740.88,433.12
2021-12-05 21:30:00,35862.68,433.12
2021-12-05 21:45:00,34968.69,433.12
2021-12-05 22:00:00,34271.03,433.12
2021-12-05 22:15:00,33733.7,413.2
2021-12-05 22:30:00,33407.84,413.2
2021-12-05 22:45:00,33249.61,413.2
2021-12-05 23:00:00,34272.91,413.2
2021-12-05 23:15:00,35765.76,442.65
2021-12-05 23:30:00,35847.11,442.65
2021-12-05 23:45:00,35261.49,442.65
2021-12-06 00:00:00,34960.31,442.65
2021-12-06 00:15:00,34871.3,461.5
2021-12-06 00:30:00,34724.94,461.5
2021-12-06 00:45:00,34785.93,461.5
2021-12-06 01:00:00,34700.79,461.5
2021-12-06 01:15:00,35073.68,459.58
2021-12-06 01:30:00,34856.5,459.58
2021-12-06 01:45:00,35037.11,459.58
2021-12-06 02:00:00,34913.39,459.58
2021-12-06 02:15:00,34861.08,463.61
2021-12-06 02:30:00,34791.14,463.61
2021-12-06 02:45:00,34783.81,463.61
2021-12-06 03:00:00,34683.01,463.61
2021-12-06 03:15:00,35082.7,480.12
2021-12-06 03:30:00,35500.08,480.12
2021-12-06 03:45:00,35880.85,480.12
2021-12-06 04:00:00,36231.66,480.12
2021-12-06 04:15:00,37060.93,505.55
2021-12-06 04:30:00,37602.87,505.55
2021-12-06 04:45:00,38072.46,505.55
2021-12-06 05:00:00,38922.4,505.55
2021-12-06 05:15:00,39645.37,556.55
2021-12-06 05:30:00,40358.19,556.55
2021-12-06 05:45:00,41501.0,556.55
2021-12-06 06:00:00,41631.96,556.55
2021-12-06 06:15:00,41803.78,604.09
2021-12-06 06:30:00,41844.15,604.09
2021-12-06 06:45:00,42328.42,604.09
2021-12-06 07:00:00,42409.87,604.09
2021-12-06 07:15:00,42362.21,635.64
2021-12-06 07:30:00,42635.03,635.64
2021-12-06 07:45:00,43768.35,635.64
2021-12-06 08:00:00,44270.8,635.64
2021-12-06 08:15:00,44394.07,565.92
2021-12-06 08:30:00,43520.94,565.92
2021-12-06 08:45:00,42882.96,565.92
2021-12-06 09:00:00,41659.62,565.92
2021-12-06 09:15:00,40457.17,457.65
2021-12-06 09:30:00,40152.3,457.65
2021-12-06 09:45:00,38314.69,457.65
2021-12-06 10:00:00,36911.08,457.65
2021-12-06 10:15:00,35824.62,249.75
2021-12-06 10:30:00,34955.95,249.75
2021-12-06 10:45:00,33813.95,249.75
2021-12-06 11:00:00,34109.01,249.75
2021-12-06 11:15:00,34812.31,128.71
2021-12-06 11:30:00,33881.54,128.71
2021-12-06 11:45:00,32667.83,128.71
2021-12-06 12:00:00,31287.91,128.71
2021-12-06 12:15:00,30310.27,-80.0
2021-12-06 12:30:00,29906.86,-80.0
2021-12-06 12:45:00,30442.44,-80.0
2021-12-06 13:00:00,30895.24,-80.0
2021-12-06 13:15:00,32059.6,-80.0
2021-12-06 13:30:00,32663.67,-80.0
2021-12-06 13:45:00,32949.46,-80.0
2021-12-06 14:00:00,32519.29,-80.0
2021-12-06 14:15:00,32047.61,-80.0
2021-12-06 14:30:00,31917.03,-80.0
2021-12-06 14:45:00,32441.08,-80.0
2021-12-06 15:00:00,33648.67,-80.0
2021-12-06 15:15:00,34701.98,428.05
2021-12-06 15:30:00,35875.68,428.05
2021-12-06 15:45:00,37360.9,428.05
2021-12-06 16:00:00,39038.05,428.05
2021-12-06 16:15:00,40286.99,537.61
2021-12-06 16:30:00,41765.8,537.61
2021-12-06 16:45:00,42877.95,537.61
2021-12-06 17:00:00,42391.64,537.61
2021-12-06 17:15:00,43369.86,662.92
2021-12-06 17:30:00,44026.71,662.92
2021-12-06 17:45:00,43343.79,662.92
2021-12-06 18:00:00,42461.41,662.92
2021-12-06 18:15:00,41744.57,537.62
2021-12-06 18:30:00,41332.23,537.62
2021-12-06 18:45:00,40872.96,537.62
2021-12-06 19:00:00,41011.04,537.62
2021-12-06 19:15:00,40445.38,513.46
2021-12-06 19:30:00,40795.44,513.46
2021-12-06 19:45:00,40847.94,513.46
2021-12-06 20:00:00,40535.59,513.46
2021-12-06 20:15:00,40867.96,522.16
2021-12-06 20:30:00,41053.34,522.16
2021-12-06 20:45:00,41038.93,522.16
2021-12-06 21:00:00,41021.15,522.16
2021-12-06 21:15:00,41077.09,519.21
2021-12-06 21:30:00,40719.34,519.21
2021-12-06 21:45:00,39683.74,519.21
2021-12-06 22:00:00,39318.54,519.21
2021-12-06 22:15:00,39098.67,501.22
2021-12-06 22:30:00,38791.83,501.22
2021-12-06 22:45:00,38311.8,501.22
2021-12-06 23:00:00,39332.86,501.22
2021-12-06 23:15:00,41255.11,544.1
2021-12-06 23:30:00,41303.22,544.1
2021-12-06 23:45:00,40993.86,544.1
2021-12-07 00:00:00,40574.69,544.1
2021-12-07 00:15:00,40716.11,334.41
2021-12-07 00:30:00,40419.07,334.41
2021-12-07 00:45:00,40541.93,334.41
2021-12-07 01:00:00,40793.36,334.41
2021-12-07 01:15:00,40807.86,324.79
2021-12-07 01:30:00,40939.81,324.79
2021-12-07 01:45:00,41018.97,324.79
2021-12-07 02:00:00,40424.13,324.79
2021-12-07 02:15:00,40662.3,317.51
2021-12-07 02:30:00,40472.51,317.51
2021-12-07 02:45:00,40356.39,317.51
2021-12-07 03:00:00,40376.9,317.51
2021-12-07 03:15:00,40252.2,314.99
2021-12-07 03:30:00,40433.34,314.99
2021-12-07 03:45:00,40347.71,314.99
2021-12-07 04:00:00,40499.57,314.99
2021-12-07 04:15:00,40616.03,329.49
2021-12-07 04:30:00,40563.22,329.49
2021-12-07 04:45:00,41154.9,329.49
2021-12-07 05:00:00,41312.77,329.49
2021-12-07 05:15:00,42176.84,384.27
2021-12-07 05:30:00,42774.23,384.27
2021-12-07 05:45:00,43620.28,384.27
2021-12-07 06:00:00,43889.97,384.27
2021-12-07 06:15:00,44540.02,438.7
2021-12-07 06:30:00,44908.89,438.7
2021-12-07 06:45:00,46175.81,438.7
2021-12-07 07:00:00,46348.23,438.7
2021-12-07 07:15:00,46384.2,492.87
2021-12-07 07:30:00,46502.74,492.87
2021-12-07 07:45:00,46914.68,492.87
2021-12-07 08:00:00,47040.04,492.87
2021-12-07 08:15:00,47527.62,486.74
2021-12-07 08:30:00,46486.81,486.74
2021-12-07 08:45:00,44922.05,486.74
2021-12-07 09:00:00,43391.99,486.74
2021-12-07 09:15:00,42443.38,355.24
2021-12-07 09:30:00,41684.7,355.24
2021-12-07 09:45:00,40406.72,355.24
2021-12-07 10:00:00,39843.08,355.24
2021-12-07 10:15:00,39058.43,298.02
2021-12-07 10:30:00,38596.99,298.02
2021-12-07 10:45:00,38135.57,298.02
2021-12-07 11:00:00,38574.19,298.02
2021-12-07 11:15:00,39818.02,287.97
2021-12-07 11:30:00,39559.58,287.97
2021-12-07 11:45:00,38718.85,287.97
2021-12-07 12:00:00,37298.28,287.97
2021-12-07 12:15:00,36527.24,259.75
2021-12-07 12:30:00,36387.42,259.75
2021-12-07 12:45:00,37151.46,259.75
2021-12-07 13:00:00,37889.7,259.75
2021-12-07 13:15:00,39420.31,311.53
2021-12-07 13:30:00,39997.07,311.53
2021-12-07 13:45:00,40675.68,311.53
